job_id,created_by,order_id,recurring_id,recurring_count,partner_order_id,team_id,vertical,merchant_id,geofence,tags,auto_assignment,dispatcher_id,job_hash,has_pickup,has_delivery,is_routed,pickup_delivery_relationship,job_description,job_pickup_datetime,job_delivery_datetime,job_pickup_latitude,job_pickup_longitude,job_latitude,job_longitude,creation_datetime,fleet_id,first_fleet_id,user_id,fleet_rating,customer_comment,is_customer_rated,customer_id,arrived_datetime,started_datetime,completed_datetime,acknowledged_datetime,job_status,is_active,job_type,completed_by_admin,open_tracking_link,timezone,job_time,job_date,job_time_utc,job_date_utc,total_distance_travelled,form_id,customer_rating,driver_comment,remarks,barcode,ride_type,matched_pickup_delivery_relationship,is_return_task,insurance_amount,upto_limit,is_package_insured,old_pickup_address,old_pickup_lattitude,old_pickup_longitude,total_amount,payment_method,is_last_delivery,subtotal_amount,total_insurance_amount,total_discount,total_amount_for_all_tasks,total_no_of_tasks,incident_marked_at,incident_marked_at_latitude,incident_marked_at_longitude,is_schedule_task,unique_order_id,service_charge_amount,admin_amount,is_pickup_completed_before,benefit_type,promo_value,old_payment_method,is_job_edited,amount_for_first_task,delivery_completed_by,is_cod_job,cash_handling_charges,cash_handling_percentage,parcel_amount,kwister_cash_handling_charge,delivery_charge_by_buyer,delivery_charge,outstanding_amount,net_processed_amount,surge_cost,surge_type,task_history_image,order_payable_amount,pricing_amount,actual_order_payable_amount,cancellation_reason,cancellation_charges,is_refund_enable,refund_amount,vehicle_id,delivery_instruction,loaders_amount,delivery_images,is_paid,loaders_count
29,4,8,0,0,NULL,1,0,0,0,NULL,2,NULL,ab8b0c227241ab33acdcd66926955eba,1,1,0,2.92E+18,,06/18/19 05:22 PM,0000-00-00 00:00:00,30.6948331,76.8795669,30.6948331,76.8795669,06/18/19 11:46 AM,3,3,1,0,NULL,0,NULL,06/18/19 11:58 AM,06/18/19 12:00 PM,06/18/19 12:00 PM,06/18/19 12:00 PM,2,1,0,0,0,-330,06/18/19 05:22 PM,2019-06-18,06/18/19 11:52 AM,2019-06-18,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,980,8,0,834.9,0,0,980,1,NULL,NULL,NULL,0,29AA000,0,784,1,NULL,NULL,NULL,0,980,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
30,4,8,0,0,NULL,1,0,0,0,NULL,2,NULL,0e212d719f996f94deb1a65e4b006010,1,1,0,2.92E+18,,0000-00-00 00:00:00,06/18/19 05:40 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:46 AM,3,3,1,0,NULL,0,NULL,06/18/19 12:00 PM,06/18/19 12:00 PM,06/18/19 12:00 PM,06/18/19 12:00 PM,2,1,1,0,0,-330,06/18/19 05:40 PM,2019-06-18,06/18/19 12:10 PM,2019-06-18,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,980,8,1,834.9,0,0,980,1,NULL,NULL,NULL,0,29AA000,0,784,1,NULL,NULL,NULL,0,980,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
31,4,8,0,0,NULL,1,0,0,0,NULL,1,NULL,1c8d7bf76774a78707d86380a9630931,1,1,0,3.12E+18,,06/18/19 05:22 PM,0000-00-00 00:00:00,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:46 AM,NULL,NULL,1,0,NULL,0,NULL,06/19/19 05:41 AM,06/19/19 05:41 AM,06/19/19 05:41 AM,06/19/19 05:41 AM,9,1,0,0,0,-330,06/18/19 05:22 PM,2019-06-18,06/18/19 11:52 AM,2019-06-18,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1100,8,0,1001.5,0,0,1100,1,NULL,NULL,NULL,0,31AA000,0,0,0,NULL,NULL,NULL,0,1100,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
32,4,8,0,0,NULL,1,0,0,0,NULL,1,NULL,5015115dfcf088b5ecf6a7dc9bd87812,1,1,0,3.12E+18,,0000-00-00 00:00:00,06/18/19 05:45 PM,30.6942091,76.860565,30.6942091,76.860565,06/18/19 11:46 AM,NULL,NULL,1,0,NULL,0,NULL,06/19/19 05:41 AM,06/19/19 05:41 AM,06/19/19 05:41 AM,06/19/19 05:41 AM,9,1,1,0,0,-330,06/18/19 05:45 PM,2019-06-18,06/18/19 12:15 PM,2019-06-18,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1100,8,0,1001.5,0,0,1100,1,NULL,NULL,NULL,0,31AA000,0,0,0,NULL,NULL,NULL,0,1100,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
33,4,6,0,0,NULL,1,0,0,0,NULL,1,NULL,99976914220d88f69b1522cacf4f5d45,1,1,0,3.32E+18,,06/18/19 05:23 PM,0000-00-00 00:00:00,30.6942091,76.860565,30.6942091,76.860565,06/18/19 11:48 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,0,0,0,-330,06/18/19 05:23 PM,2019-06-18,06/18/19 11:53 AM,2019-06-18,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1090,8,0,944.4,0,0,1090,1,NULL,NULL,NULL,0,33AA000,0,0,0,NULL,NULL,NULL,0,1090,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
34,4,6,0,0,NULL,1,0,0,0,NULL,1,NULL,4d1811bed3b6c22372500871f0a70a39,1,1,0,3.32E+18,,0000-00-00 00:00:00,06/18/19 05:43 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:48 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,1,0,0,-330,06/18/19 05:43 PM,2019-06-18,06/18/19 12:13 PM,2019-06-18,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1090,8,0,944.4,0,0,1090,1,NULL,NULL,NULL,0,33AA000,0,0,0,NULL,NULL,NULL,0,1090,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
35,3,7,0,0,NULL,1,0,0,0,NULL,2,NULL,7279bee795a9282372ec05a0e6c2f004,1,1,0,3.52E+18,NULL,06/18/19 05:21 PM,0000-00-00 00:00:00,30.7188978,76.8102981,30.7188978,76.8102981,06/18/19 11:51 AM,1,1,1,0,NULL,0,NULL,06/19/19 05:28 AM,06/19/19 05:28 AM,06/19/19 05:28 AM,06/19/19 05:28 AM,2,1,0,0,0,-330,06/18/19 05:21 PM,2019-06-18,06/18/19 11:51 AM,2019-06-18,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,0,526.5,0,0,680,1,NULL,NULL,NULL,0,35AA000,0,544,1,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
36,3,7,0,0,NULL,1,0,0,0,NULL,2,NULL,0b4fb55643fd016acd7909724eb72056,1,1,0,3.52E+18,NULL,0000-00-00 00:00:00,06/18/19 05:31 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:51 AM,1,1,1,0,NULL,0,NULL,06/19/19 05:28 AM,06/19/19 05:28 AM,06/19/19 05:28 AM,06/19/19 05:28 AM,2,1,1,0,0,-330,06/18/19 05:31 PM,2019-06-18,06/18/19 12:01 PM,2019-06-18,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,1,526.5,0,0,680,1,NULL,NULL,NULL,0,35AA000,0,544,1,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
37,3,7,0,0,NULL,1,0,0,0,NULL,1,NULL,26c446a43e97002363dffb1d00c83f6d,1,1,0,3.72E+18,NULL,06/18/19 05:22 PM,0000-00-00 00:00:00,30.7188978,76.8102981,30.7188978,76.8102981,06/18/19 11:52 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,0,0,0,-330,06/18/19 05:22 PM,2019-06-18,06/18/19 11:52 AM,2019-06-18,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,0,526.5,0,0,680,1,NULL,NULL,NULL,0,37AA000,0,0,0,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
38,3,7,0,0,NULL,1,0,0,0,NULL,1,NULL,001559c88eb0f1c92966e4b789f15965,1,1,0,3.72E+18,NULL,0000-00-00 00:00:00,06/18/19 05:32 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:52 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,1,0,0,-330,06/18/19 05:32 PM,2019-06-18,06/18/19 12:02 PM,2019-06-18,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,0,526.5,0,0,680,1,NULL,NULL,NULL,0,37AA000,0,0,0,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
39,3,7,0,0,NULL,1,0,0,0,NULL,2,NULL,dff5a150c83b8b02e7b17830800e7b67,1,1,0,3.92E+18,NULL,06/18/19 05:24 PM,0000-00-00 00:00:00,30.7188978,76.8102981,30.7188978,76.8102981,06/18/19 11:54 AM,3,3,1,0,NULL,0,NULL,06/18/19 11:54 AM,06/18/19 11:54 AM,06/18/19 11:54 AM,06/18/19 11:54 AM,2,1,0,0,0,-330,06/18/19 05:24 PM,2019-06-18,06/18/19 11:54 AM,2019-06-18,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,0,526.5,0,0,680,1,NULL,NULL,NULL,0,39AA000,0,544,1,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
40,3,7,0,0,NULL,1,0,0,0,NULL,2,NULL,611b89439fe451097ca5474e76bccca0,1,1,0,3.92E+18,NULL,0000-00-00 00:00:00,06/18/19 05:33 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:54 AM,3,3,1,0,NULL,0,NULL,06/18/19 11:54 AM,06/18/19 11:54 AM,06/18/19 11:54 AM,06/18/19 11:54 AM,2,1,1,0,0,-330,06/18/19 05:33 PM,2019-06-18,06/18/19 12:03 PM,2019-06-18,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,1,526.5,0,0,680,1,NULL,NULL,NULL,0,39AA000,0,544,1,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
42,4,8,0,0,NULL,1,0,0,0,NULL,2,NULL,6a8b67e709543bf3f847f1aa9322d908,1,1,0,4.12E+18,,0000-00-00 00:00:00,06/18/19 05:49 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 11:55 AM,3,3,1,0,NULL,0,NULL,06/18/19 11:55 AM,06/18/19 11:55 AM,06/18/19 11:55 AM,06/18/19 11:55 AM,2,1,1,0,0,-330,06/18/19 05:49 PM,2019-06-18,06/18/19 12:19 PM,2019-06-18,NULL,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,980,8,1,834.9,0,0,980,1,NULL,NULL,NULL,0,41AA000,0,784,1,NULL,NULL,NULL,0,980,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
43,3,7,0,0,NULL,1,0,0,0,NULL,2,NULL,9eabafb3b1f467ef37a75ba27b43e693,1,1,0,4.32E+18,NULL,06/18/19 05:30 PM,0000-00-00 00:00:00,30.7188978,76.8102981,30.7188978,76.8102981,06/18/19 12:01 PM,3,3,1,0,NULL,0,NULL,06/18/19 12:01 PM,06/18/19 12:01 PM,06/18/19 12:01 PM,06/18/19 12:01 PM,2,1,0,0,0,-330,06/18/19 05:30 PM,2019-06-18,06/18/19 12:00 PM,2019-06-18,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,0,526.5,0,0,680,1,NULL,NULL,NULL,0,43AA000,0,544,1,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
44,3,7,0,0,NULL,1,0,0,0,NULL,2,NULL,ca6451ab9bdf1e3262e29527e9ce80b3,1,1,0,4.32E+18,NULL,0000-00-00 00:00:00,06/18/19 05:40 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/18/19 12:01 PM,3,3,1,0,NULL,0,NULL,06/19/19 06:08 AM,06/18/19 12:01 PM,06/19/19 06:08 AM,06/18/19 12:01 PM,2,1,1,0,0,-330,06/18/19 05:40 PM,2019-06-18,06/18/19 12:10 PM,2019-06-18,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,680,8,1,526.5,0,0,680,1,NULL,NULL,NULL,0,43AA000,0,544,1,NULL,NULL,NULL,0,680,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
46,4,6,0,0,NULL,1,0,0,0,NULL,2,NULL,89581f41b906e0379409fc662f38966e,1,1,0,4.52E+18,,0000-00-00 00:00:00,06/19/19 11:23 AM,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 05:32 AM,1,1,1,0,NULL,0,NULL,06/19/19 05:33 AM,06/19/19 05:33 AM,06/19/19 05:33 AM,06/19/19 05:33 AM,2,1,1,0,0,-330,06/19/19 11:23 AM,2019-06-19,06/19/19 05:53 AM,2019-06-19,NULL,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,980,8,1,834.9,0,0,980,1,NULL,NULL,NULL,0,45AA000,0,784,1,NULL,NULL,NULL,0,980,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
48,4,8,0,0,NULL,1,0,0,0,NULL,2,NULL,e98f7583a3bec36946b362af89a9770d,1,1,0,4.72E+18,,0000-00-00 00:00:00,06/19/19 11:32 AM,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 05:37 AM,1,1,1,0,NULL,0,NULL,06/19/19 05:38 AM,06/19/19 05:38 AM,06/19/19 05:38 AM,06/19/19 05:37 AM,2,1,1,0,0,-330,06/19/19 11:32 AM,2019-06-19,06/19/19 06:02 AM,2019-06-19,NULL,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,980,8,1,834.9,0,0,980,1,NULL,NULL,NULL,0,47AA000,0,784,1,NULL,NULL,NULL,0,980,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
50,4,8,0,0,NULL,1,0,0,0,NULL,2,NULL,985b5e0fb25662d4d260345cce0a854a,1,1,0,4.92E+18,,0000-00-00 00:00:00,06/19/19 11:33 AM,30.6942091,76.860565,30.6942091,76.860565,06/19/19 05:38 AM,1,1,1,5,Write a review,1,NULL,06/19/19 05:39 AM,06/19/19 05:39 AM,06/19/19 05:39 AM,06/19/19 05:38 AM,2,1,1,0,0,-330,06/19/19 11:33 AM,2019-06-19,06/19/19 06:03 AM,2019-06-19,NULL,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1800,8,0,1700.8,0,0,1800,1,NULL,NULL,NULL,0,49AA000,100,1360,1,NULL,NULL,8,1,1800,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
53,0,NULL,0,0,NULL,1,0,0,0,,2,NULL,cf6eea593156326c72bd80886751e5ce,1,1,0,5.22E+18,test,0000-00-00 00:00:00,06/19/19 11:37 AM,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 06:07 AM,1,1,1,0,NULL,0,NULL,06/19/19 06:07 AM,06/19/19 06:07 AM,06/19/19 06:07 AM,06/19/19 06:07 AM,2,1,1,0,0,-330,06/19/19 11:37 AM,2019-06-19,06/19/19 06:07 AM,2019-06-19,NULL,NULL,5,NULL,NULL,NULL,0,NULL,0,200,2000,1,,,,0,8,1,0,200,0,0,1,NULL,NULL,NULL,0,52AA000,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
54,3,2,0,0,NULL,1,0,0,0,NULL,1,NULL,1c7ee8fc40f5fc8264069c5120b9c2e9,1,1,0,5.42E+18,NULL,06/19/19 11:46 AM,0000-00-00 00:00:00,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 06:16 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,0,0,0,-330,06/19/19 11:46 AM,2019-06-19,06/19/19 06:16 AM,2019-06-19,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1100,8,0,1001.5,0,0,1100,1,NULL,NULL,NULL,0,54AA000,0,0,0,NULL,NULL,NULL,0,1100,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
55,3,2,0,0,NULL,1,0,0,0,NULL,1,NULL,c1235f1540e6d621758456825f405c5c,1,1,0,5.42E+18,NULL,0000-00-00 00:00:00,06/19/19 12:08 PM,30.6942091,76.860565,30.6942091,76.860565,06/19/19 06:16 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,1,0,1,-330,06/19/19 12:08 PM,2019-06-19,06/19/19 06:38 AM,2019-06-19,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1100,8,0,1001.5,0,0,1100,1,NULL,NULL,NULL,0,54AA000,0,0,0,NULL,NULL,NULL,0,1100,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
56,3,2,0,0,NULL,1,0,0,0,NULL,1,NULL,db76f2b5f63921740356e0ee8296b0e9,1,1,0,5.62E+18,NULL,06/19/19 11:48 AM,0000-00-00 00:00:00,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 06:18 AM,3,3,1,0,NULL,0,NULL,06/19/19 06:18 AM,06/19/19 06:18 AM,06/19/19 06:18 AM,06/19/19 06:18 AM,2,1,0,0,0,-330,06/19/19 11:48 AM,2019-06-19,06/19/19 06:18 AM,2019-06-19,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1100,8,0,1001.5,0,0,1100,1,NULL,NULL,NULL,0,56AA000,0,880,1,NULL,NULL,NULL,0,1100,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
57,3,2,0,0,NULL,1,0,0,0,NULL,1,NULL,2e6229fc766a2c311b365117ad2e393f,1,1,0,5.62E+18,NULL,0000-00-00 00:00:00,06/19/19 12:10 PM,30.6942091,76.860565,30.6942091,76.860565,06/19/19 06:18 AM,3,3,1,0,NULL,0,NULL,06/19/19 06:18 AM,06/19/19 06:18 AM,06/19/19 06:18 AM,06/19/19 06:18 AM,2,1,1,0,0,-330,06/19/19 12:10 PM,2019-06-19,06/19/19 06:40 AM,2019-06-19,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1100,8,1,1001.5,0,0,1100,1,NULL,NULL,NULL,0,56AA000,0,880,1,NULL,NULL,NULL,0,1100,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
58,3,2,0,0,NULL,1,0,0,0,NULL,1,NULL,d491f3809eb075fc4f9551061ddcd792,1,1,0,5.82E+18,NULL,06/19/19 02:21 PM,0000-00-00 00:00:00,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 08:51 AM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,6,1,0,0,0,-330,06/19/19 02:21 PM,2019-06-19,06/19/19 08:51 AM,2019-06-19,NULL,2,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,840,8,0,744.3,0,0,840,1,NULL,NULL,NULL,0,58AA000,0,0,0,NULL,NULL,NULL,0,840,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
61,3,2,0,0,NULL,1,0,0,0,NULL,1,NULL,ddb83b8edf611898b9fde4a4fee4191e,1,1,0,6.12E+18,NULL,06/19/19 02:23 PM,0000-00-00 00:00:00,30.7333148,76.7794179,30.7333148,76.7794179,06/19/19 08:53 AM,3,3,1,0,NULL,0,NULL,06/19/19 08:53 AM,06/19/19 08:53 AM,06/19/19 08:53 AM,06/19/19 08:53 AM,2,1,0,0,0,-330,06/19/19 02:23 PM,2019-06-19,06/19/19 08:53 AM,2019-06-19,NULL,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,840,8,0,744.3,0,0,840,1,NULL,NULL,NULL,0,61AA000,0,672,1,NULL,NULL,NULL,0,840,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
